,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,FinishedBsmtAreaSF,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,BsmtHalfBath,TotalBathBasement,FullBath,HalfBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,agebybuilt,agebyremodel,TotalGrBsmtSF,OA1,OA2
1240,1241,60,RL,65.0,8158,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,252,Gd,TA,PConc,Gd,TA,No,GLQ,550,Unf,0,550,334,884,GasA,Ex,Y,SBrkr,884,884,0,1768,1768,2318,1,0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8,8,Typ,0,NA,Attchd,2003.0,RFn,2,543,TA,TA,Y,0,63,0,0,0,63,0,NA,NA,NA,0,7,2008,WD,Normal,224900,5,5,2652,2904,3447
1241,1242,20,RL,83.0,9849,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,0,1689,1689,GasA,Ex,Y,SBrkr,1689,0,0,1689,1689,1689,0,0,0.0,2,0,2.0,2.0,3,1,Gd,6.0,6,7,Typ,0,NA,Attchd,2007.0,RFn,3,954,TA,TA,Y,0,56,0,0,0,56,0,NA,NA,NA,0,6,2007,New,Partial,248328,0,0,3378,3378,4332
1242,1243,85,RL,85.0,10625,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SFoyer,7,6,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,81,TA,TA,CBlock,Gd,TA,Gd,GLQ,885,LwQ,168,1053,0,1053,GasA,TA,Y,SBrkr,1173,0,0,1173,1173,2226,1,0,1.0,2,0,2.0,3.0,3,1,Gd,7.0,7,6,Typ,2,TA,Attchd,1974.0,RFn,2,528,TA,TA,Y,0,120,0,0,0,120,0,NA,MnPrv,NA,0,1,2010,WD,Family,170000,36,36,2226,2307,2835
1243,1244,20,RL,107.0,13891,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Ex,TA,PConc,Ex,Gd,Gd,GLQ,1386,Unf,0,1386,690,2076,GasA,Ex,Y,SBrkr,2076,0,0,2076,2076,3462,1,0,1.0,2,1,2.5,3.5,2,1,Ex,6.5,7,7,Typ,1,Gd,Attchd,2006.0,Fin,3,850,TA,TA,Y,216,229,0,0,0,229,0,NA,NA,NA,0,9,2006,New,Partial,465000,0,0,4152,4152,5002
1244,1245,70,RL,70.04995836802665,11435,Pave,NA,IR1,HLS,AllPub,Corner,Mod,Crawfor,Norm,Norm,1Fam,2Story,8,7,1929,1950,Gable,CompShg,BrkFace,Stucco,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,0,792,792,GasA,Fa,Y,SBrkr,792,725,0,1517,1517,1517,0,0,0.0,1,0,1.0,1.0,3,1,Gd,5.0,5,7,Typ,2,Gd,Detchd,1931.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,6,2006,WD,Normal,230000,77,56,2309,2309,2709
1245,1246,80,RL,78.0,12090,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,7,1984,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,74,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,0,585,585,GasA,Ex,Y,SBrkr,1140,728,0,1868,1868,1868,0,0,0.0,3,1,3.5,3.5,3,1,TA,7.5,8,7,Typ,1,TA,BuiltIn,1984.0,Fin,2,477,TA,TA,Y,268,112,0,0,147,259,0,NA,NA,NA,0,1,2007,WD,Abnorml,178000,23,4,2453,2527,3004
1246,1247,60,FV,65.0,8125,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,0,756,756,GasA,Ex,Y,SBrkr,756,797,0,1553,1553,1553,0,0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7,6,Typ,0,NA,Attchd,2005.0,RFn,2,615,TA,TA,Y,0,45,0,0,0,45,0,NA,NA,NA,0,3,2006,New,Partial,186500,1,0,2309,2309,2924
1247,1248,80,RL,70.04995836802665,12328,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1976,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,335,TA,TA,CBlock,TA,TA,Av,GLQ,539,Unf,0,539,473,1012,GasA,TA,Y,SBrkr,1034,0,0,1034,1034,1573,1,0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6,6,Typ,0,NA,Attchd,1976.0,Unf,3,888,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,5,2010,WD,Normal,169900,34,34,2046,2381,3269
1248,1249,75,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,6,5,1917,1950,Gable,CompShg,AsbShng,AsbShng,None,0,TA,TA,BrkTil,Gd,TA,No,Rec,319,Unf,0,319,416,735,OthW,Fa,N,SBrkr,1134,924,0,2058,2058,2377,0,0,0.0,1,1,1.5,1.5,3,1,TA,5.5,6,8,Typ,1,Gd,Detchd,1950.0,Unf,2,396,Fa,Fa,P,0,0,259,0,0,259,0,NA,NA,NA,0,4,2008,WD,Normal,129500,91,58,2793,2793,3189
1249,1250,20,RL,60.0,7200,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,7,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,534,Rec,96,630,246,876,GasA,TA,Y,SBrkr,988,0,0,988,988,1618,0,0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5,6,Typ,0,NA,Attchd,1950.0,Unf,1,276,TA,TA,Y,0,80,0,0,0,80,0,NA,NA,NA,0,5,2007,WD,Normal,119000,57,57,1864,1864,2140
1250,1251,20,RL,93.0,11160,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,7,5,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,TA,CBlock,TA,TA,No,ALQ,1065,Unf,0,1065,1045,2110,GasA,Ex,Y,SBrkr,2110,0,0,2110,2110,3175,1,0,1.0,2,1,2.5,3.5,3,1,Ex,7.5,8,8,Typ,2,TA,Attchd,1968.0,Fin,2,522,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,244000,42,42,4220,4220,4742
1251,1252,120,RL,70.04995836802665,3136,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,WdShing,Stone,163,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,0,1405,1405,GasA,Ex,Y,SBrkr,1405,0,0,1405,1405,1405,0,0,0.0,2,0,2.0,2.0,2,1,Gd,5.0,5,6,Typ,1,Gd,Attchd,2003.0,RFn,2,478,TA,TA,Y,148,36,0,0,0,36,0,NA,NA,NA,0,3,2006,WD,Normal,171750,3,3,2810,2973,3451
1252,1253,20,RL,62.0,9858,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,BLQ,510,Unf,0,510,354,864,GasA,TA,Y,SBrkr,874,0,0,874,874,1384,1,0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6,5,Typ,0,NA,Attchd,1968.0,RFn,1,288,TA,TA,Y,33,0,0,0,0,0,0,NA,GdWo,Shed,600,11,2009,WD,Normal,130000,41,41,1738,1738,2026
1253,1254,60,RL,70.04995836802665,17542,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,1Fam,2Story,7,7,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,TA,CBlock,TA,TA,Gd,LwQ,125,ALQ,1031,1156,36,1192,GasA,TA,Y,SBrkr,1516,651,0,2167,2167,3323,1,0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8,9,Typ,2,Gd,Attchd,1974.0,RFn,2,518,TA,TA,Y,220,47,0,0,0,47,0,NA,MnPrv,NA,0,7,2007,WD,Normal,294000,33,4,3359,3359,3877
1254,1255,60,RL,60.0,6931,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,0,746,746,GasA,Ex,Y,SBrkr,760,896,0,1656,1656,1656,0,0,0.0,2,1,2.5,2.5,3,1,Gd,6.5,7,7,Typ,1,Gd,BuiltIn,2003.0,Fin,2,397,TA,TA,Y,178,128,0,0,0,128,0,NA,NA,NA,0,7,2008,WD,Normal,165400,5,4,2402,2494,2891
1255,1256,50,RM,52.0,6240,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,Fa,No,LwQ,425,Unf,0,425,459,884,GasA,TA,Y,FuseA,959,408,0,1367,1367,1792,0,0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5,6,Typ,1,Gd,Detchd,1978.0,Unf,1,560,TA,TA,Y,0,0,0,0,120,120,0,NA,NA,NA,0,11,2007,WD,Normal,127500,76,57,2251,2251,2811
1256,1257,20,RL,91.0,14303,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554,Gd,TA,PConc,Gd,TA,Gd,GLQ,1314,Unf,0,1314,672,1986,GasA,Ex,Y,SBrkr,1987,0,0,1987,1987,3301,1,0,1.0,2,0,2.0,3.0,2,1,Gd,6.0,6,7,Typ,1,TA,Attchd,1994.0,Fin,2,691,TA,TA,Y,262,36,0,0,0,36,0,NA,NA,NA,0,8,2008,WD,Normal,301500,14,14,3973,4527,5218
1257,1258,30,RL,56.0,4060,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,8,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,0,864,864,GasA,Ex,Y,SBrkr,864,0,0,864,864,864,0,0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4,4,Typ,0,NA,NA,1922.0,NA,0,0,NA,NA,Y,0,96,0,0,0,96,0,NA,NA,NA,0,7,2009,WD,Normal,99900,87,59,1728,1728,1728
1258,1259,80,RL,59.0,9587,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182,Gd,TA,PConc,Gd,TA,Gd,GLQ,655,Unf,0,655,201,856,GasA,Ex,Y,SBrkr,1166,0,0,1166,1166,1821,1,0,1.0,2,0,2.0,3.0,2,1,Gd,6.0,6,5,Typ,0,NA,Attchd,2005.0,Fin,2,400,TA,TA,Y,212,0,0,0,0,0,0,NA,NA,NA,0,7,2008,WD,Normal,190000,3,3,2022,2204,2604
1259,1260,20,RL,65.0,9750,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Names,Norm,Norm,1Fam,1Story,6,8,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,602,LwQ,438,1040,14,1054,GasA,Gd,Y,SBrkr,1054,0,0,1054,1054,2094,1,0,1.0,1,1,1.5,2.5,3,1,TA,6.5,7,6,Typ,0,NA,Attchd,1969.0,Unf,2,460,TA,TA,Y,180,0,0,0,80,80,0,NA,NA,NA,0,7,2008,WD,Normal,151000,39,39,2108,2108,2568
1260,1261,60,RL,70.04995836802665,24682,Pave,NA,IR3,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,6,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,0,841,841,GasA,Ex,Y,SBrkr,892,783,0,1675,1675,1675,0,0,0.0,2,1,2.5,2.5,3,1,TA,6.5,7,7,Typ,1,TA,BuiltIn,1999.0,Fin,2,502,TA,TA,Y,0,103,0,0,0,103,0,NA,NA,NA,0,6,2009,WD,Normal,181000,10,10,2516,2516,3018
1261,1262,20,RL,80.0,9600,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,6,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,504,Unf,0,504,546,1050,GasA,Gd,Y,SBrkr,1050,0,0,1050,1050,1554,0,0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4,5,Typ,0,NA,Attchd,1956.0,Unf,1,338,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,128900,53,53,2100,2100,2438
1262,1263,50,RL,70.04995836802665,11250,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,4,5,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,Av,Unf,0,Unf,0,0,1104,1104,GasA,Ex,Y,FuseA,1104,684,0,1788,1788,1788,1,0,1.0,1,0,1.0,2.0,5,1,TA,8.0,8,8,Min2,2,TA,Attchd,1957.0,Unf,1,304,TA,TA,Y,120,0,0,0,0,0,0,NA,NA,NA,0,11,2009,WD,Normal,161500,52,20,2892,2892,3196
1263,1264,70,RL,60.0,13515,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,2Story,6,6,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,0,764,764,GasA,Ex,Y,FuseA,1060,764,0,1824,1824,1824,0,0,0.0,1,0,1.0,1.0,3,1,TA,5.0,5,8,Typ,1,Gd,Detchd,1940.0,Unf,2,520,TA,TA,N,0,0,126,0,0,126,0,NA,GdPrv,NA,0,7,2007,WD,Normal,180500,88,57,2588,2588,3108
1264,1265,120,RH,34.0,4060,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,TwnhsE,1Story,6,5,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,266,Unf,0,266,1139,1405,GasA,Ex,Y,SBrkr,1337,0,0,1337,1337,1603,1,0,1.0,2,0,2.0,3.0,2,1,Gd,6.0,6,5,Typ,0,NA,Attchd,1998.0,Fin,2,511,TA,TA,Y,144,68,0,0,0,68,0,NA,NA,NA,0,8,2008,COD,Abnorml,181000,10,9,2742,2742,3253
1265,1266,160,FV,35.0,3735,Pave,NA,Reg,Lvl,AllPub,FR3,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218,Gd,TA,PConc,Gd,TA,No,GLQ,450,Unf,0,450,241,691,GasA,Ex,Y,SBrkr,713,739,0,1452,1452,1902,1,0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8,6,Typ,0,NA,Detchd,1999.0,Unf,2,506,TA,TA,Y,0,34,0,0,0,34,0,NA,NA,NA,0,3,2006,WD,Normal,183900,7,7,2143,2361,2867
1266,1267,190,RM,60.0,10120,Pave,NA,IR1,Bnk,AllPub,Inside,Gtl,OldTown,Feedr,Norm,2FmCon,2.5Unf,7,4,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Fa,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,925,925,GasA,TA,N,FuseF,964,925,0,1889,1889,1889,0,0,0.0,1,1,1.5,1.5,4,2,TA,7.5,8,9,Typ,1,Gd,Detchd,1960.0,Unf,1,308,TA,TA,N,0,0,264,0,0,264,0,NA,MnPrv,NA,0,1,2007,WD,Normal,122000,97,57,2814,2814,3122
1267,1268,20,RL,89.0,13214,Pave,NA,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2009,Hip,CompShg,Stucco,CemntBd,None,0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,0,2002,2002,GasA,Ex,Y,SBrkr,2018,0,0,2018,2018,2018,0,0,0.0,2,0,2.0,2.0,3,1,Ex,6.0,6,10,Typ,1,Gd,Attchd,2009.0,Fin,3,746,TA,TA,Y,144,76,0,0,0,76,0,NA,NA,NA,0,5,2010,WD,Normal,378500,2,1,4020,4020,4766
1268,1269,50,RL,70.04995836802665,14100,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,8,9,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632,TA,Gd,CBlock,TA,TA,Mn,Rec,192,Unf,0,192,536,728,GasA,Ex,Y,SBrkr,1968,1479,0,3447,3447,3639,0,0,0.0,3,1,3.5,3.5,4,1,Gd,8.5,9,11,Typ,2,Gd,BuiltIn,1982.0,Unf,3,1014,TA,TA,Y,314,12,0,0,0,12,0,NA,GdWo,NA,0,5,2008,WD,Normal,381000,73,11,4175,4807,5821
1269,1270,50,RL,78.0,11344,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Names,Feedr,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180,TA,TA,CBlock,TA,TA,No,BLQ,460,Unf,0,460,414,874,GasW,TA,Y,FuseA,874,650,0,1524,1524,1984,0,0,0.0,1,1,1.5,1.5,3,1,TA,5.5,6,7,Typ,0,NA,Attchd,1958.0,Unf,1,315,TA,TA,Y,0,0,0,0,0,0,0,NA,GdWo,NA,0,7,2007,WD,Normal,144000,49,49,2398,2578,2893
1270,1271,40,RL,70.04995836802665,23595,Pave,NA,Reg,Low,AllPub,Inside,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,6,1979,1979,Shed,WdShake,Plywood,Plywood,None,0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1258,Unf,0,1258,74,1332,GasA,TA,Y,SBrkr,1332,192,0,1524,1524,2782,2,0,2.0,0,1,0.5,2.5,0,1,Gd,3.5,4,4,Typ,1,TA,Attchd,1979.0,Fin,2,586,TA,TA,Y,268,0,0,0,0,0,0,NA,NA,NA,0,4,2010,WD,Normal,260000,31,31,2856,2856,3442
1271,1272,20,RL,70.04995836802665,9156,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,6,7,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,0,1489,1489,GasA,Gd,Y,SBrkr,1489,0,0,1489,1489,1489,0,0,0.0,2,0,2.0,2.0,3,1,Gd,6.0,6,7,Typ,1,Gd,Attchd,1968.0,RFn,2,462,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,8,2009,WD,Normal,185750,41,41,2978,2978,3440
1272,1273,20,RL,70.04995836802665,13526,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114,TA,TA,CBlock,TA,TA,No,BLQ,560,LwQ,375,935,0,935,GasA,TA,Y,SBrkr,935,0,0,935,935,1870,1,0,1.0,1,0,1.0,2.0,3,1,TA,6.0,6,5,Typ,0,NA,Attchd,1965.0,Unf,1,288,TA,TA,Y,180,0,0,0,0,0,0,NA,MnPrv,NA,0,11,2006,WD,Normal,137000,41,41,1870,1984,2272
1273,1274,80,RL,124.0,11512,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84,TA,TA,CBlock,TA,TA,Av,ALQ,719,Unf,0,719,300,1019,GasA,Gd,Y,SBrkr,1357,0,0,1357,1357,2076,1,0,1.0,1,0,1.0,2.0,2,1,Ex,5.0,5,5,Typ,1,Gd,Basment,1959.0,RFn,1,312,TA,TA,Y,0,0,0,0,163,163,0,NA,GdPrv,NA,0,5,2008,WD,Normal,177000,49,2,2376,2460,2772
1274,1275,50,RL,53.0,5362,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1910,2003,Gable,CompShg,Wd Sdng,WdShing,None,0,TA,TA,PConc,TA,TA,No,Unf,0,Unf,0,0,661,661,GasA,Ex,Y,SBrkr,661,589,0,1250,1250,1250,0,0,0.0,2,0,2.0,2.0,3,1,TA,6.0,6,8,Typ,1,Gd,Detchd,1985.0,Unf,2,552,TA,TA,Y,242,0,81,0,0,81,0,NA,NA,NA,0,11,2007,WD,Normal,139000,97,4,1911,1911,2463
1275,1276,90,RL,95.0,11345,Pave,NA,Reg,Lvl,AllPub,Corner,Gtl,Names,Feedr,Norm,Duplx,2Story,5,5,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567,TA,TA,CBlock,TA,TA,No,Rec,220,Unf,0,220,708,928,GasA,Gd,Y,FuseA,928,992,0,1920,1920,2140,0,0,0.0,2,0,2.0,2.0,4,2,TA,8.0,8,10,Typ,0,NA,Detchd,1948.0,Unf,2,400,TA,Fa,Y,0,0,0,0,0,0,0,NA,NA,NA,0,7,2007,WD,Normal,137000,59,57,2848,3415,3815
1276,1277,60,RL,70.04995836802665,12936,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0,TA,TA,CBlock,TA,Gd,No,BLQ,593,Unf,0,593,130,723,GasA,TA,Y,SBrkr,735,660,0,1395,1395,1988,0,1,0.5,1,1,1.5,2.0,3,1,TA,6.0,7,6,Typ,1,TA,Attchd,1972.0,Unf,2,497,TA,TA,Y,294,116,0,0,0,116,0,NA,NA,NA,0,12,2009,WD,Normal,162000,37,37,2118,2118,2615
1277,1278,80,RL,70.04995836802665,17871,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,5,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359,TA,TA,CBlock,Gd,TA,Av,ALQ,528,Unf,0,528,1152,1680,GasA,Fa,Y,SBrkr,1724,0,0,1724,1724,2252,1,0,1.0,1,1,1.5,2.5,3,1,TA,6.5,7,7,Typ,1,Gd,Attchd,1967.0,RFn,2,480,TA,TA,Y,0,0,0,0,0,0,0,NA,NA,NA,0,6,2009,WD,Normal,197900,42,33,3404,3763,4243
1278,1279,60,RL,75.0,9473,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,804,Unf,0,804,324,1128,GasA,Ex,Y,SBrkr,1128,903,0,2031,2031,2835,1,0,1.0,2,1,2.5,3.5,3,1,Gd,7.5,8,7,Typ,1,Gd,Attchd,2002.0,RFn,2,577,TA,TA,Y,0,211,0,0,0,211,0,NA,NA,NA,0,3,2008,WD,Normal,237000,6,6,3159,3159,3736
1279,1280,50,C,60.0,7500,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,4,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,0,698,698,GasA,TA,Y,FuseA,698,430,0,1128,1128,1128,0,0,0.0,1,0,1.0,1.0,2,1,TA,4.0,4,6,Typ,0,NA,Detchd,1980.0,RFn,2,528,TA,TA,Y,30,0,164,0,0,164,0,NA,NA,NA,0,4,2010,COD,Abnorml,68400,90,60,1826,1826,2354
1280,1281,20,RL,67.0,9808,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110,Gd,TA,PConc,Gd,TA,No,GLQ,788,Unf,0,788,785,1573,GasA,Ex,Y,SBrkr,1573,0,0,1573,1573,2361,1,0,1.0,2,0,2.0,3.0,3,1,Gd,7.0,7,6,Typ,0,NA,Attchd,2002.0,RFn,2,544,TA,TA,Y,0,72,0,0,0,72,0,NA,NA,NA,0,3,2009,WD,Normal,227000,7,7,3146,3256,3800
1281,1282,20,RL,50.0,8049,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54,TA,TA,CBlock,Gd,TA,No,ALQ,1053,Unf,0,1053,256,1309,GasA,TA,Y,SBrkr,1339,0,0,1339,1339,2392,1,0,1.0,2,0,2.0,3.0,2,1,TA,6.0,6,6,Typ,1,TA,Attchd,1990.0,Fin,2,484,Gd,Gd,Y,0,58,0,0,90,148,0,NA,NA,NA,0,7,2006,WD,Normal,180000,16,16,2648,2702,3186
1282,1283,20,RL,61.0,8800,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,Gd,TA,Mn,LwQ,532,Rec,144,676,364,1040,GasA,TA,Y,SBrkr,1040,0,0,1040,1040,1716,0,0,0.0,2,0,2.0,2.0,3,1,Gd,6.0,6,5,Typ,0,NA,Detchd,1977.0,Unf,2,484,TA,TA,Y,0,0,0,0,288,288,0,NA,NA,NA,0,9,2009,WD,Normal,150500,32,1,2080,2080,2564
